Products ID;Active;Name;Categories;Price;Tax rules ID;Reference;Quantity;Minimal quantity;Short description;URL rewritten;Product available date;Product creation date;Show price;Image URLs;Feature
301;1;Szablon 116144;Główna,Szablony WordPress CMS,Uroda i piękno;234;1;116144;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przystosowany do wyszukiwarek, Rozwijane menu, Mapa Google, Przykładowa treść, Zaawansowane opcje szablonu, Optymalizacja wydajności;szablon-116144;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/116100/116144-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|116144|2|1,Strona przykładowa|<a href=""https://ld-wp73.template-help.com/wordpress/prod_29701/v1/""><b>Zobacz</b></a>|3|1,Autor|ZEMEZ|4|1"
302;1;Szablon 116856;Główna,Szablony WordPress CMS,Biznes;263;1;116856;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Ajax, Licencja GPL (zdjęcia nie są dołączone), Zawiera wersję dla urządzeń mobilnych, Wielozadaniowy, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Wspiera języki pisane od prawej do lewej, Przystosowany do wyszukiwarek, Członkowie zespołu, Rozwijane menu, Mapa Google, Przykładowa treść, Zakładki, Pakiet quickstart, Zaawansowane opcje szablonu, Technologia Drag and Drop, MegaMenu, Power Page Builder, Gallery, Portfolio, One Page Templates, HTML 5, JQuery, HTML plus JS, Parallax, Lazy Load effect;szablon-116856;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/116800/116856-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|116856|2|1,Strona przykładowa|<a href=""https://roche.brickthemes.com/""><b>Zobacz</b></a>|3|1,Autor|Brickthemes|4|1"
303;1;Szablon 116426;Główna,Szablony WordPress CMS,Rozrywka;234;1;116426;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przystosowany do wyszukiwarek, Rozwijane menu, Mapa Google, Przykładowa treść, Zaawansowane opcje szablonu, Optymalizacja wydajności;szablon-116426;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/116400/116426-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|116426|2|1,Strona przykładowa|<a href=""https://ld-wp73.template-help.com/wordpress/prod_29693/v1/""><b>Zobacz</b></a>|3|1,Autor|ZEMEZ|4|1"
304;1;Szablon 117014;Główna,Szablony WordPress CMS,Podróże;241;1;117014;-1;0;Niniejszy szablon oferuje następujące funkcje: Ajax, Bootstrap, Wielozadaniowy, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przykładowa treść, MegaMenu, HTML 5, JQuery;szablon-117014;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/117000/117014-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|117014|2|1,Strona przykładowa|<a href=""https://pixeltemplate.com/wordpress/cms/tourza/""><b>Zobacz</b></a>|3|1,Autor|PixelTemplate|4|1"
305;1;Szablon 117726;Główna,Szablony WordPress CMS,Projektowanie wnętrz i meble;223;1;117726;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Wielozadaniowy, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przystosowany do wyszukiwarek, Przykładowa treść, Zaawansowane opcje szablonu, Blog, HTML 5, JQuery;szablon-117726;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/117700/117726-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|117726|2|1,Strona przykładowa|<a href=""http://thimfy.com/ornamental/""><b>Zobacz</b></a>|3|1,Autor|thimfy|4|1"
306;1;Szablon 117215;Główna,Szablony WordPress CMS,Biznes;223;1;117215;-1;0;Niniejszy szablon oferuje następujące funkcje: Ajax, Bootstrap, Lekki szablon, Wielozadaniowy, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przystosowany do wyszukiwarek, Pojedyńczy produkt, Członkowie zespołu, Mapa Google, Zakładki, Zaawansowane opcje szablonu, Optymalizacja wydajności, Blog, Portfolio, HTML 5, JQuery;szablon-117215;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/117200/117215-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|117215|2|1,Strona przykładowa|<a href=""http://primehostingindia.com/templatemonster/wp/callbay/""><b>Zobacz</b></a>|3|1,Autor|Themeganj|4|1"
307;1;Szablon 118186;Główna,Szablony WordPress CMS,Biznes;248;1;118186;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Bootstrap, Lekki szablon, Zawiera wersję dla urządzeń mobilnych, Wielozadaniowy, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Wspiera języki pisane od prawej do lewej, Przystosowany do wyszukiwarek, Zaawansowane opcje szablonu, Technologia Drag and Drop, Gallery, Portfolio, One Page Templates, HTML 5, JQuery;szablon-118186;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/118100/118186-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|118186|2|1,Strona przykładowa|<a href=""https://webitkurigram.com/wp/taklu/""><b>Zobacz</b></a>|3|1,Autor|DreamIT|4|1"
308;1;Szablon 117878;Główna,Szablony WordPress CMS,Biznes;263;1;117878;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Ajax, Bootstrap, CV, Lekki szablon, Zawiera wersję dla urządzeń mobilnych, Wielozadaniowy, Real Estate Catalog, Responsywny, Członkowie zespołu, Mapa Google, Zaawansowane opcje szablonu, Technologia Drag and Drop, Power Page Builder, Blog, Gallery, Portfolio, One Page Templates, HTML 5, JQuery, Parallax;szablon-117878;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/117800/117878-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|117878|2|1,Strona przykładowa|<a href=""https://demo.themexbd.com/pv/roadmaster_demo/""><b>Zobacz</b></a>|3|1,Autor|themex|4|1"
309;1;Szablon 118372;Główna,Szablony WordPress CMS,Rozrywka;234;1;118372;-1;0;Niniejszy szablon oferuje następujące funkcje: Panel administracyjny, Responsywny, Przystosowany dla wysokich rozdzielczości (np. Retina), Przystosowany do wyszukiwarek, Przykładowa treść, Zaawansowane opcje szablonu, Optymalizacja wydajności;szablon-118372;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/118300/118372-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|118372|2|1,Strona przykładowa|<a href=""https://ld-wp73.template-help.com/wordpress/prod_29675/v1/""><b>Zobacz</b></a>|3|1,Autor|ZEMEZ|4|1"
310;1;Szablon 118709;Główna,Szablony WordPress CMS,Biznes;263;1;118709;-1;0;Niniejszy szablon oferuje następujące funkcje: Responsywny, Członkowie zespołu, Mapa Google, Przykładowa treść, Technologia Drag and Drop, MegaMenu, Optymalizacja wydajności, Online Store/Shop, One Page Templates, HTML 5, JQuery, Static, Parallax;szablon-118709;2020-12-01;2020-12-01;1;https://s.tmimgcdn.com/scr/118700/118709-big.jpg;"Typ szablonu|Szablony WordPress CMS|1|1,Numer szablonu|118709|2|1,Strona przykładowa|<a href=""https://wordpress.altdesain.com/duty/business/""><b>Zobacz</b></a>|3|1,Autor|AltDesain|4|1"
